,Date,Close
357,2000-12-04,81.75
358,2000-12-05,88.75
359,2000-12-06,87.75
360,2000-12-07,85.875
361,2000-12-08,91.875
362,2000-12-11,96.0
363,2000-12-12,92.4375
364,2000-12-13,94.0625
365,2000-12-14,87.4375
366,2000-12-15,86.6875
367,2000-12-18,85.9375
368,2000-12-19,89.375
369,2000-12-20,90.0
370,2000-12-21,93.8125
371,2000-12-22,98.8125
372,2000-12-26,101.8125
373,2000-12-27,101.875
374,2000-12-28,107.125
375,2000-12-29,106.9375
376,2001-01-02,100.25
377,2001-01-03,115.5
378,2001-01-04,112.75
379,2001-01-05,107.875
380,2001-01-08,106.375
381,2001-01-09,104.75
382,2001-01-10,108.5
383,2001-01-11,110.5
384,2001-01-12,108.75
385,2001-01-16,110.0
386,2001-01-17,110.0
387,2001-01-18,107.5
388,2001-01-19,110.9375
389,2001-01-22,113.125
390,2001-01-23,116.0
391,2001-01-24,117.875
392,2001-01-25,113.5625
393,2001-01-26,114.6875
394,2001-01-29,115.910004
395,2001-01-30,118.620003
396,2001-01-31,113.75
397,2001-02-01,118.199997
398,2001-02-02,113.959999
399,2001-02-05,112.099998
400,2001-02-06,108.949997
401,2001-02-07,105.199997
402,2001-02-08,105.949997
403,2001-02-09,107.75
404,2001-02-12,109.5
405,2001-02-13,105.900002
406,2001-02-14,104.25
407,2001-02-15,107.199997
408,2001-02-16,101.5
409,2001-02-20,96.0
410,2001-02-21,94.400002
411,2001-02-22,97.199997
412,2001-02-23,96.040001
413,2001-02-26,98.300003
414,2001-02-27,98.339996
415,2001-02-28,91.75
416,2001-03-01,91.610001
417,2001-03-02,91.400002
418,2001-03-05,92.150002
419,2001-03-06,95.349998
420,2001-03-07,94.949997
421,2001-03-08,91.75
422,2001-03-09,87.0
423,2001-03-12,82.489998
424,2001-03-13,87.510002
425,2001-03-14,83.910004
426,2001-03-15,87.949997
427,2001-03-16,87.550003
428,2001-03-19,90.940002
429,2001-03-20,87.059998
430,2001-03-21,85.0
431,2001-03-22,85.910004
432,2001-03-23,89.809998
433,2001-03-26,89.239998
434,2001-03-27,93.5
435,2001-03-28,87.25
436,2001-03-29,88.099998
437,2001-03-30,85.099998
438,2001-04-02,84.160004
439,2001-04-03,81.309998
440,2001-04-04,77.529999
441,2001-04-05,86.0
442,2001-04-06,84.199997
443,2001-04-09,84.0
444,2001-04-10,87.809998
445,2001-04-11,91.300003
446,2001-04-12,94.0
447,2001-04-16,91.779999
448,2001-04-17,93.099998
449,2001-04-18,99.650002
450,2001-04-19,97.690002
451,2001-04-20,95.660004
452,2001-04-23,92.959999
453,2001-04-24,91.400002
454,2001-04-25,92.82
455,2001-04-26,92.489998
456,2001-04-27,92.940002
457,2001-04-30,91.099998
458,2001-05-01,92.650002
459,2001-05-02,98.0
460,2001-05-03,96.0
461,2001-05-04,97.199997
462,2001-05-07,96.010002
463,2001-05-08,95.25
464,2001-05-09,94.660004
465,2001-05-10,94.510002
466,2001-05-11,92.849998
467,2001-05-14,94.099998
468,2001-05-15,94.849998
469,2001-05-16,99.949997
470,2001-05-17,97.949997
471,2001-05-18,97.25
472,2001-05-21,101.900002
473,2001-05-22,103.290001
474,2001-05-23,99.300003
475,2001-05-24,99.849998
476,2001-05-25,97.959999
477,2001-05-29,96.879997
478,2001-05-30,94.760002
479,2001-05-31,95.099998
480,2001-06-01,96.699997
481,2001-06-04,96.510002
482,2001-06-05,97.349998
483,2001-06-06,95.540001
484,2001-06-07,96.900002
485,2001-06-08,95.360001
486,2001-06-11,92.010002
487,2001-06-12,91.860001
488,2001-06-13,89.160004
489,2001-06-14,87.010002
490,2001-06-15,89.290001
491,2001-06-18,88.650002
492,2001-06-19,88.18
493,2001-06-20,88.400002
494,2001-06-21,93.0
495,2001-06-22,92.099998
496,2001-06-25,90.949997
497,2001-06-26,90.300003
498,2001-06-27,87.5
499,2001-06-28,86.599998
500,2001-06-29,85.800003
501,2001-07-02,84.599998
502,2001-07-03,84.0
503,2001-07-05,84.0
504,2001-07-06,83.099998
505,2001-07-09,81.910004
506,2001-07-10,81.599998
507,2001-07-11,81.599998
508,2001-07-12,86.550003
509,2001-07-13,86.150002
510,2001-07-16,83.400002
511,2001-07-17,85.849998
512,2001-07-18,84.0
513,2001-07-19,83.0
514,2001-07-20,82.949997
515,2001-07-23,81.739998
516,2001-07-24,81.849998
517,2001-07-25,83.199997
518,2001-07-26,84.639999
519,2001-07-27,84.82
520,2001-07-30,82.690002
521,2001-07-31,83.160004
522,2001-08-01,85.349998
523,2001-08-02,86.300003
524,2001-08-03,85.5
525,2001-08-06,83.949997
526,2001-08-07,83.540001
527,2001-08-08,81.800003
528,2001-08-09,80.050003
529,2001-08-10,80.800003
530,2001-08-13,82.199997
531,2001-08-14,81.300003
532,2001-08-15,81.849998
533,2001-08-16,81.099998
534,2001-08-17,77.25
535,2001-08-20,77.839996
536,2001-08-21,75.400002
537,2001-08-22,77.5
538,2001-08-23,77.699997
539,2001-08-24,81.300003
540,2001-08-27,81.900002
541,2001-08-28,81.050003
542,2001-08-29,80.800003
543,2001-08-30,79.610001
544,2001-08-31,80.099998
545,2001-09-04,79.620003
546,2001-09-05,78.550003
547,2001-09-06,77.099998
548,2001-09-07,74.480003
549,2001-09-10,76.199997
550,2001-09-17,69.400002
551,2001-09-18,67.5
552,2001-09-19,67.510002
553,2001-09-20,65.75
554,2001-09-21,67.690002
555,2001-09-24,70.510002
556,2001-09-25,70.029999
557,2001-09-26,69.849998
558,2001-09-27,68.900002
559,2001-09-28,71.349998
560,2001-10-01,73.5
561,2001-10-02,73.599998
562,2001-10-03,76.690002
563,2001-10-04,79.0
564,2001-10-05,76.25
565,2001-10-08,75.300003
566,2001-10-09,77.93
567,2001-10-10,80.709999
568,2001-10-11,83.849998
569,2001-10-12,82.800003
570,2001-10-15,84.400002
571,2001-10-16,84.25
572,2001-10-17,82.07
573,2001-10-18,81.410004
574,2001-10-19,79.75
575,2001-10-22,81.599998
576,2001-10-23,81.599998
577,2001-10-24,80.5
578,2001-10-25,81.400002
579,2001-10-26,83.120003
580,2001-10-29,80.849998
581,2001-10-30,80.050003
582,2001-10-31,78.160004
583,2001-11-01,80.699997
584,2001-11-02,82.25
585,2001-11-05,84.709999
586,2001-11-06,86.5
587,2001-11-07,87.5
588,2001-11-08,86.699997
589,2001-11-09,86.860001
590,2001-11-12,88.099998
591,2001-11-13,91.050003
592,2001-11-14,91.5
593,2001-11-15,88.699997
594,2001-11-16,87.75
595,2001-11-19,90.550003
596,2001-11-20,89.75
597,2001-11-21,88.150002
598,2001-11-23,90.150002
599,2001-11-26,91.440002
600,2001-11-27,90.0
601,2001-11-28,86.809998
602,2001-11-29,89.349998
603,2001-11-30,89.0
604,2001-12-03,86.010002
605,2001-12-04,87.16999799999999
606,2001-12-05,92.400002
607,2001-12-06,93.900002
608,2001-12-07,91.610001
609,2001-12-10,91.349998
610,2001-12-11,91.82
611,2001-12-12,92.730003
612,2001-12-13,91.0
613,2001-12-14,89.660004
614,2001-12-17,89.139999
615,2001-12-18,90.800003
616,2001-12-19,94.410004
617,2001-12-20,92.309998
618,2001-12-21,92.309998
619,2001-12-24,92.470001
620,2001-12-26,92.800003
621,2001-12-27,92.120003
622,2001-12-28,93.269997
623,2001-12-31,92.75
624,2002-01-02,91.07
625,2002-01-03,92.449997
626,2002-01-04,96.75
627,2002-01-07,95.75
628,2002-01-08,92.5
629,2002-01-09,93.75
630,2002-01-10,93.0
631,2002-01-11,91.150002
632,2002-01-14,89.970001
633,2002-01-15,89.900002
634,2002-01-16,88.629997
635,2002-01-17,89.860001
636,2002-01-18,89.209999
637,2002-01-22,86.980003
638,2002-01-23,87.25
639,2002-01-24,85.5
640,2002-01-25,87.300003
641,2002-01-28,87.849998
642,2002-01-29,84.480003
643,2002-01-30,86.0
644,2002-01-31,86.980003
645,2002-02-01,85.400002
646,2002-02-04,82.5
647,2002-02-05,81.040001
648,2002-02-06,81.900002
649,2002-02-07,81.110001
650,2002-02-08,83.800003
651,2002-02-11,84.849998
652,2002-02-12,83.5
653,2002-02-13,84.58000200000001
654,2002-02-14,85.110001
655,2002-02-15,82.760002
656,2002-02-19,78.519997
657,2002-02-20,80.599998
658,2002-02-21,79.470001
659,2002-02-22,79.0
660,2002-02-25,81.959999
661,2002-02-26,81.400002
662,2002-02-27,80.889999
663,2002-02-28,80.940002
664,2002-03-01,83.470001
665,2002-03-04,89.099998
666,2002-03-05,89.519997
667,2002-03-06,90.870003
668,2002-03-07,89.959999
669,2002-03-08,90.290001
670,2002-03-11,90.699997
671,2002-03-12,89.800003
672,2002-03-13,88.0
673,2002-03-14,88.400002
674,2002-03-15,90.0
675,2002-03-18,89.199997
676,2002-03-19,91.050003
677,2002-03-20,89.849998
678,2002-03-21,90.349998
679,2002-03-22,89.730003
680,2002-03-25,88.029999
681,2002-03-26,88.849998
682,2002-03-27,89.300003
683,2002-03-28,90.25
684,2002-04-01,88.470001
685,2002-04-02,87.529999
686,2002-04-03,86.459999
687,2002-04-04,86.550003
688,2002-04-05,86.150002
689,2002-04-08,86.059998
690,2002-04-09,84.599998
691,2002-04-10,84.489998
692,2002-04-11,81.239998
693,2002-04-12,83.0
694,2002-04-15,81.599998
695,2002-04-16,84.589996
696,2002-04-17,85.050003
697,2002-04-18,84.519997
698,2002-04-19,86.309998
699,2002-04-22,84.099998
700,2002-04-23,81.599998
701,2002-04-24,79.489998
702,2002-04-25,77.209999
703,2002-04-26,79.150002
704,2002-04-29,78.5
705,2002-04-30,78.75
706,2002-05-01,79.209999
707,2002-05-02,80.709999
708,2002-05-03,78.550003
709,2002-05-06,75.160004
710,2002-05-07,74.849998
711,2002-05-08,79.5
712,2002-05-09,78.639999
713,2002-05-10,76.75
714,2002-05-13,78.110001
715,2002-05-14,79.300003
716,2002-05-15,79.459999
717,2002-05-16,80.050003
718,2002-05-17,80.5
719,2002-05-20,80.239998
720,2002-05-21,79.199997
721,2002-05-22,78.199997
722,2002-05-23,79.16999799999999
723,2002-05-24,78.190002
724,2002-05-28,76.900002
725,2002-05-29,76.150002
726,2002-05-30,75.08000200000001
727,2002-05-31,75.449997
728,2002-06-03,73.790001
729,2002-06-04,73.800003
730,2002-06-05,75.75
731,2002-06-06,73.949997
732,2002-06-07,73.949997
733,2002-06-10,74.739998
734,2002-06-11,72.099998
735,2002-06-12,72.5
736,2002-06-13,71.300003
737,2002-06-14,72.849998
738,2002-06-17,75.339996
739,2002-06-18,75.779999
740,2002-06-19,74.449997
741,2002-06-20,72.699997
742,2002-06-21,70.550003
743,2002-06-24,71.449997
744,2002-06-25,71.349998
745,2002-06-26,70.800003
746,2002-06-27,73.0
747,2002-06-28,73.349998
748,2002-07-01,71.139999
749,2002-07-02,70.699997
750,2002-07-03,70.199997
751,2002-07-05,73.949997
752,2002-07-08,73.599998
753,2002-07-09,70.910004
754,2002-07-10,71.550003
755,2002-07-11,73.25
756,2002-07-12,73.150002
757,2002-07-15,72.949997
758,2002-07-16,72.650002
759,2002-07-17,74.480003
760,2002-07-18,75.599998
761,2002-07-19,77.0
762,2002-07-22,72.0
763,2002-07-23,67.730003
764,2002-07-24,70.849998
765,2002-07-25,69.309998
766,2002-07-26,69.58000200000001
767,2002-07-29,72.699997
768,2002-07-30,73.900002
769,2002-07-31,73.150002
770,2002-08-01,71.989998
771,2002-08-02,70.489998
772,2002-08-05,68.050003
773,2002-08-06,69.900002
774,2002-08-07,70.949997
775,2002-08-08,74.300003
776,2002-08-09,75.449997
777,2002-08-12,75.349998
778,2002-08-13,74.790001
779,2002-08-14,78.5
780,2002-08-15,79.550003
781,2002-08-16,79.529999
782,2002-08-19,81.5
783,2002-08-20,80.510002
784,2002-08-21,79.879997
785,2002-08-22,79.910004
786,2002-08-23,78.300003
787,2002-08-26,79.75
788,2002-08-27,79.099998
789,2002-08-28,77.08000200000001
790,2002-08-29,77.379997
791,2002-08-30,77.300003
792,2002-09-03,73.75
793,2002-09-04,75.5
794,2002-09-05,72.889999
795,2002-09-06,72.339996
796,2002-09-09,74.300003
797,2002-09-10,73.410004
798,2002-09-11,73.690002
799,2002-09-12,72.199997
800,2002-09-13,73.0
801,2002-09-16,72.599998
802,2002-09-17,70.870003
803,2002-09-18,70.410004
804,2002-09-19,67.150002
805,2002-09-20,67.360001
806,2002-09-23,65.66999799999999
807,2002-09-24,66.309998
808,2002-09-25,67.449997
809,2002-09-26,68.040001
810,2002-09-27,66.129997
811,2002-09-30,66.029999
812,2002-10-01,68.449997
813,2002-10-02,65.550003
814,2002-10-03,62.900002
815,2002-10-04,62.049999
816,2002-10-07,59.529999
817,2002-10-08,61.599998
818,2002-10-09,59.279999
819,2002-10-10,61.080002
820,2002-10-11,64.199997
821,2002-10-14,65.300003
822,2002-10-15,70.0
823,2002-10-16,68.0
824,2002-10-17,72.480003
825,2002-10-18,70.550003
826,2002-10-21,74.699997
827,2002-10-22,72.5
828,2002-10-23,74.269997
829,2002-10-24,72.5
830,2002-10-25,73.989998
831,2002-10-28,73.58000200000001
832,2002-10-29,72.370003
833,2002-10-30,72.360001
834,2002-10-31,71.599998
835,2002-11-01,73.449997
836,2002-11-04,75.959999
837,2002-11-05,76.739998
838,2002-11-06,76.550003
839,2002-11-07,74.050003
840,2002-11-08,73.08000200000001
841,2002-11-11,71.779999
842,2002-11-12,72.07
843,2002-11-13,72.489998
844,2002-11-14,74.989998
845,2002-11-15,75.25
846,2002-11-18,75.41999799999999
847,2002-11-19,75.08000200000001
848,2002-11-20,77.410004
849,2002-11-21,79.949997
850,2002-11-22,79.110001
851,2002-11-25,79.0
852,2002-11-26,76.83000200000001
853,2002-11-27,79.639999
854,2002-11-29,78.870003
855,2002-12-02,78.779999
856,2002-12-03,78.5
857,2002-12-04,76.349998
858,2002-12-05,74.449997
859,2002-12-06,74.5
860,2002-12-09,73.449997
861,2002-12-10,74.0
862,2002-12-11,73.470001
863,2002-12-12,74.230003
864,2002-12-13,73.099998
865,2002-12-16,74.529999
866,2002-12-17,74.690002
867,2002-12-18,73.699997
868,2002-12-19,70.300003
869,2002-12-20,71.860001
870,2002-12-23,70.650002
871,2002-12-24,69.370003
872,2002-12-26,69.550003
873,2002-12-27,67.91999799999999
874,2002-12-30,68.139999
875,2002-12-31,68.099998
876,2003-01-02,69.650002
877,2003-01-03,70.379997
878,2003-01-06,73.0
879,2003-01-07,72.699997
880,2003-01-08,70.91999799999999
881,2003-01-09,73.720001
882,2003-01-10,74.91999799999999
883,2003-01-13,74.41999799999999
884,2003-01-14,74.699997
885,2003-01-15,73.510002
886,2003-01-16,73.620003
887,2003-01-17,72.58000200000001
888,2003-01-21,71.0
889,2003-01-22,70.25
890,2003-01-23,71.91999799999999
891,2003-01-24,69.150002
892,2003-01-27,68.400002
893,2003-01-28,69.050003
894,2003-01-29,69.510002
895,2003-01-30,67.400002
896,2003-01-31,68.099998
897,2003-02-03,69.25
898,2003-02-04,67.519997
899,2003-02-05,67.410004
900,2003-02-06,66.650002
901,2003-02-07,65.699997
902,2003-02-10,65.739998
903,2003-02-11,65.050003
904,2003-02-12,64.300003
905,2003-02-13,64.91999799999999
906,2003-02-14,66.699997
907,2003-02-18,68.0
908,2003-02-19,68.230003
909,2003-02-20,67.739998
910,2003-02-21,68.5
911,2003-02-24,66.199997
912,2003-02-25,66.589996
913,2003-02-26,66.480003
914,2003-02-27,67.690002
915,2003-02-28,69.449997
916,2003-03-03,68.019997
917,2003-03-04,65.690002
918,2003-03-05,66.300003
919,2003-03-06,65.599998
920,2003-03-07,66.68
921,2003-03-10,64.339996
922,2003-03-11,62.950001
923,2003-03-12,62.849998
924,2003-03-13,66.779999
925,2003-03-14,66.620003
926,2003-03-17,68.900002
927,2003-03-18,69.58000200000001
928,2003-03-19,70.269997
929,2003-03-20,70.08000200000001
930,2003-03-21,72.099998
931,2003-03-24,69.91999799999999
932,2003-03-25,70.690002
933,2003-03-26,71.050003
934,2003-03-27,70.58000200000001
935,2003-03-28,70.110001
936,2003-03-31,68.08000200000001
937,2003-04-01,69.620003
938,2003-04-02,72.400002
939,2003-04-03,72.349998
940,2003-04-04,72.059998
941,2003-04-07,72.309998
942,2003-04-08,72.699997
943,2003-04-09,71.910004
944,2003-04-10,72.349998
945,2003-04-11,72.41999799999999
946,2003-04-14,74.489998
947,2003-04-15,76.540001
948,2003-04-16,75.199997
949,2003-04-17,76.099998
950,2003-04-21,76.349998
951,2003-04-22,78.33000200000001
952,2003-04-23,78.43
953,2003-04-24,77.349998
954,2003-04-25,75.870003
955,2003-04-28,76.510002
956,2003-04-29,76.449997
957,2003-04-30,75.900002
958,2003-05-01,75.33000200000001
959,2003-05-02,76.599998
960,2003-05-05,76.489998
961,2003-05-06,77.199997
962,2003-05-07,77.199997
963,2003-05-08,74.059998
964,2003-05-09,75.0
965,2003-05-12,75.489998
966,2003-05-13,74.949997
967,2003-05-14,74.949997
968,2003-05-15,76.099998
969,2003-05-16,76.699997
970,2003-05-19,74.349998
971,2003-05-20,74.449997
972,2003-05-21,75.099998
973,2003-05-22,76.029999
974,2003-05-23,76.150002
975,2003-05-27,78.480003
976,2003-05-28,79.900002
977,2003-05-29,79.589996
978,2003-05-30,81.5
979,2003-06-02,83.540001
980,2003-06-03,83.0
981,2003-06-04,85.25
982,2003-06-05,87.300003
983,2003-06-06,88.699997
984,2003-06-09,87.540001
985,2003-06-10,88.699997
986,2003-06-11,89.739998
987,2003-06-12,90.349998
988,2003-06-13,89.16999799999999
989,2003-06-16,91.5
990,2003-06-17,91.5
991,2003-06-18,88.900002
992,2003-06-19,85.91999799999999
993,2003-06-20,86.25
994,2003-06-23,85.279999
995,2003-06-24,86.599998
996,2003-06-25,84.779999
997,2003-06-26,84.150002
998,2003-06-27,82.379997
999,2003-06-30,83.75
1000,2003-07-01,85.849998
1001,2003-07-02,85.400002
1002,2003-07-03,84.699997
1003,2003-07-07,87.739998
1004,2003-07-08,88.059998
1005,2003-07-09,88.230003
1006,2003-07-10,86.550003
1007,2003-07-11,87.32
1008,2003-07-14,89.440002
1009,2003-07-15,88.019997
1010,2003-07-16,87.260002
1011,2003-07-17,86.440002
1012,2003-07-18,87.690002
1013,2003-07-21,85.699997
1014,2003-07-22,86.160004
1015,2003-07-23,86.099998
